question,text,label
con trai của shark phú,sunhouse  tập đoàn sunhouse  electrolux  nguyễn xuân phú  shark tank  shark phú,0
con trai của shark phú,con trai của shark phú sunhouse vừa chia sẻ video ông vào bếp nấu nướng lên facebook với caption đầy sự bất ngờ   you know your day can  t get weirder when your dad is in the kitchen   tạm dịch   bạn nhận ra không có ngày nào có thể lạ lùng hơn nữa khi thấy ba vào bếp   trong video  vị  cá mập  vào bếp để chuẩn bị món bánh mỳ kẹp trứng quen thuộc  tuy nhiên  món ăn đơn giản này lại thực sự là một thách thức với vị doanh nhân chỉ quen làm việc với những con số  quyết định đầu tư bạc tỷ ,0
con trai của shark phú,hình ảnh shark phú mặc áo phông và quần short  lóng ngóng với những công việc bếp núc đơn giản như rán trứng  làm bánh mỳ nhưng vẫn nỗ lực hoàn thành món ăn không chỉ khiến cư dân mạng ngỡ ngàng mà còn gây lạ lẫm cho chính con trai của ông ,0
con trai của shark phú,shark phú tâm sự  thời mới lập gia đình  ông hay đứng bếp cùng vợ để chia sẻ những món ăn mà ba mẹ thích  giúp con dâu  lấy lòng  mẹ chồng  có điều  thói quen ấy dần bị lãng quên khi công việc kinh doanh của ông bắt đầu bận rộn  những bữa cơm gia đình có mặt ông dần trở thành điều xa xỉ và có những lúc  cả tuần ông phú chẳng gặp được các con ,0
ai là tác giả của truyện tam quốc diễn nghĩa,tiểu thuyết này có ảnh hưởng rất lớn ở trung quốc và nhiều nước châu á so với tam quốc chí là chính sử  thì tam quốc diễn nghĩa là tiểu thuyết diễn nghĩa lịch sử  thêm thắt rất nhiều truyền thuyết  truyện kể dân gian  do đó bị đánh giá là  thất thực tam hư   bảy phần thực  ba phần hư cấu   độ tin cậy về lịch sử dĩ nhiên không cao bằng tam quốc chí ,0
ai là tác giả của truyện tam quốc diễn nghĩa,do vậy  các câu chuyện dân gian về thời tam quốc có xu hướng ca ngợi lưu bị và nhà thục hán  căm ghét kẻ thù của ông là điều tất yếu  và xu hướng  ủng lưu phản tào  đã là tư tưởng chung của đại đa số nhân dân trung quốc từ trước cả khi tác phẩm tam quốc diễn nghĩa ra đời  trong sách sử đời bắc tống đã có ghi lại một đoạn bút ký nói rằng   những trẻ em trong xóm ngõ  thường xúm lại nghe kể truyện tam quốc  thấy nói đến lưu bị thua thì cau mày không vui  có em khóc  thấy kể tào tháo bại trận thì khoái chí reo mừng  ,0
ai là tác giả của truyện tam quốc diễn nghĩa,tam quốc diễn nghĩa là câu chuyện gần một trăm năm  sự việc nhiều nhưng không rối là do ngòi bút có khuynh hướng của la quán trung  tác giả đứng về phía lưu thục lên án tào nguỵ  còn tôn ngô chỉ là lực lượng trung gian  mặc dù còn dấu ấn khá đậm của tư tưởng chính thống và sự thực lịch sử không hẳn như thế  nhưng truyền thuyết  ủng lưu phản tào  là khuynh hướng vốn có của hầu hết các truyền thuyết về thời tam quốc lưu hành trong nhân dân ,1
ai là tác giả của truyện tam quốc diễn nghĩa,tam quốc diễn nghĩa được xếp là 1 trong  tứ đại danh tác  của trung hoa  tác giả la quán trung đã nói rõ chủ đề ngay từ tên tác phẩm  ông dùng lịch sử của ba quốc gia thời tam quốc để diễn giải về  nghĩa   tư tưởng chính nghĩa  của con người  lấy đó làm chủ đề chính  tam quốc diễn nghĩa bao hàm ý nghĩa cao siêu của tiêu chuẩn đạo đức  luân lý truyền thống trung hoa  ngoài ra còn có đạo lý  nhân quả báo ứng    thuận theo tự nhiên    người tính không bằng trời tính  ,1
ai là tác giả của truyện tam quốc diễn nghĩa,tuy vậy  những minh hoạ trong bộ  tam quốc diễn nghĩa liên hoàn hoạ  kể ở trên vẫn chưa thể hiện đầy đủ nội dung truyện tam quốc diễn nghĩa  vì vậy đến năm 2007  các hoạ sĩ trung quốc đã vẽ tiếp các phần còn thiếu và gộp thành 30 tập bổ sung nữa  có thể kể tên một số tập mới trong bộ tam quốc diễn nghĩa liên hoàn hoạ bổ sung gồm 30 tập  20 tập dài và 10 tập ngắn   được xuất bản lần đầu năm 2007 như  bắc hải cứu khổng dung  chém vu cát  đài đồng tước  tào tháo bình hán trung  loạn hứa đô  núi ngọc toàn  võ hầu bình nam ,0
ai là người phát minh ra bao cao su,có giả thiết cho rằng  từ bao cao su trong tiếng anh  condom  là tên một bác sĩ làm việc trong thời gian vua charles 2 trị vì  ông condom đã phát minh ra một thiết bị giúp vua không gặp phải tình trạng  con rơi  con vãi  khi cặp kè với nhiều người đàn bà ,0
ai là người phát minh ra bao cao su,năm 1839  charles goodyear phát minh ra phương pháp lưu hoá khiến cao su tự nhiên trở nên mềm dẻo  ngay lập tức  người ta đã nghĩ tới việc làm bao cao su từ chất liệu mới  song các sản phẩm mới lại dày như  săm xe đạp  rất hôi và không đủ độ tin cậy nên không được ưa chuộng lắm ,0
ai là người phát minh ra bao cao su,năm 1840  ông chaeles goodyear người mỹ có phát minh dùng lưu huỳnh để làm cho cao su dẻo hơn  khi hơ nóng latex  một loại mũ của cây cao su với lưu huỳnh sẽ thu được một chất vừa mềm dẻo  vừa bền chắc  có độ co giãn  đàn hồi rất tốt  từ đó tạo nên một cuộc cách mạng mới trong ngành công nghiệp cao su  trong đó có tiến trình phát triển của bao cao su  bcs  ,0
ai là người phát minh ra bao cao su,vua minos được coi là người đầu tiên sử dụng  bao cao su  ,0
ai là người phát minh ra bao cao su,vào năm 1500  trong cuốn sách của mình  nhà phát minh người ý gfallopius cho biết 1100 người đã dùng loại bao bằng  vải lanh do ông sản xuất  nhờ  tấm áo  này  khách hàng của fallopius đã tránh được bệnh giang mai  cái sự ra đời của bao cao su nôm na là như thế nhưng cho đến nay  người ta vẫn chưa giải thích được nguồn gốc của từ  condom   tức  bao cao su  trong tiếng anh  ,0
ai là tác giả quyển sách thép đã tôi thế đấy,yury belychenko  nhà văn nga  đã viết    ngày nay  đọc lại  thép đã tôi thế đấy   tôi càng thấy rõ hơn bao giờ hết  đó là một cuốn sách độc nhất vô nhị và đầy sức thuyết phục  trong tất cả những điều mà ngày hôm nay một số người thì đe doạ chúng ta  còn số khác thì tỏ ra khâm phục cuộc đấu tranh giai cấp  nội chiến và đặc biệt là khâm phục sự lao động vô cùng cực nhọc nhưng tự nguyện của tác giả ,0
ai là tác giả quyển sách thép đã tôi thế đấy,giới thiệu cuốn sách  thép đã tôi thế đấy  của nicolai otrovsky,1
ai là tác giả quyển sách thép đã tôi thế đấy,chuyên mục mỗi tuần một cuốn sách tuần này xin trân trọng giới thiệu tới các thày cô giáo và các em cuốn tiểu thuyết thép đã tôi thế đấy của nhà văn nikolai otrovsky ,1
ai là tác giả quyển sách thép đã tôi thế đấy,cuốn tiểu thuyết sau này đã được dịch ra hơn 70 thứ tiếng và in ra ở hơn 80 nước  tác phẩm đã nhiều lần được đưa lên màn ảnh vào các năm 1942 với phim   thép đã tôi thế đấy   năm 1956 với phim pavel korchagin  năm 1975 với 6 tập  thép đã tôi thế đấy  và gần đây đươc sản xuất thành một bộ phim truyền hình dài 20 tập vào năm 1999 tại trung quốc  cho tới thời điểm này  cuốn sách đã được tái bản 772 lần với tổng ấn lượng lên đến 74 triệu bản ,0
ai là tác giả quyển sách thép đã tôi thế đấy,cuốn sách được nhiều người đọc nhất ở liên xô trong thời kỳ kháng chiến chống đức  rất nhiều chứng cớ cụ thể tỏ ra là nó đã nêu gương sáng cho muôn vạn paven mới  giữa đại hội anh hùng chiến đấu trung quốc năm 1950  đồng chí trương minh  một chiến sĩ giải phóng quân có nhiều thành tích  kiêm một nhà văn bộ đội trẻ  phát biểu   đọc thép đã tôi thế đấy đã để lại một ảnh hưởng sâu sắc cho đời cách mạng và văn nghệ của tôi ,0
nhạc sĩ nào là tác giả bài quốc ca việt nam,quốc ca việt nam là bài tiến quân ca do văn cao sáng tác  bắt nguồn từ lúc phong trào việt minh sử dụng bài hát này cho tới khi trở thành quốc ca việt nam dân chủ cộng hoà và sau đó sử dụng cho toàn nước việt nam sau khi quốc hội việt nam họp và chính thức thống nhất năm 1976  bài quốc ca đem lại không khí hào hùng  sôi nổi  vẻ vang của những năm nhân dân ta anh dũng chiến đấu bảo vệ quê hương,1
nhạc sĩ nào là tác giả bài quốc ca việt nam,nhiều phần trong bài này dựa trên nguyễn ngọc huy  quốc kỳ và quốc ca việt nam  báo tự do dân bản  tháng 3 và 4  1988,0
nhạc sĩ nào là tác giả bài quốc ca việt nam,quốc ca việt nam  tiến quân ca  đại tướng võ nguyên giáp  nhạc sĩ văn cao,0
nhạc sĩ nào là tác giả bài quốc ca việt nam,tiến quân ca là một bài hát do nhạc sĩ văn cao  1923  1995  sáng tác vào năm 1944 và được sử dụng làm quốc ca của nước cộng hoà xã hội chủ nghĩa việt nam kể từ năm 1976  trước đó  tiến quân ca là quốc ca của nước việt nam dân chủ cộng hoà từ năm 1945 đến năm 1976 ,1
nhạc sĩ nào là tác giả bài quốc ca việt nam,trong bản hiến pháp đầu tiên của nước việt nam  tại điều 3 ghi rõ   quốc ca là bài tiến quân ca   năm 1955  kỳ họp thứ 5 quốc hội khoá i đã quyết định mời tác giả tham gia sửa một số chỗ về phần lời của quốc ca   9   10  văn cao sau này đã luyến tiếc vì một số chữ sửa đã làm mất khí thế hùng tráng của ca khúc ,0
ai là tác giả của thanh hiên thi tập,căn cứ vào hoàn cảnh sáng tác  nội dung  các bài thơ được tập hợp lại và sắp xếp đưa vào một trong ba tập thơ chữ hán nêu trên  thanh hiên thi tập gồm 78 bài thơ được sáng tác ở nhiều giai đoạn khác nhau của một nguyễn du thời trẻ gặp thời buổi loạn ly  thay ngôi đổi chủ nam trung tạp ngâm được làm ra khi làm quan triều nguyễn ở quảng bình và phú xuân  còn lại là bắc hành tạp lục làm khi đi sứ trung hoa  1813  ,1
ai là tác giả của thanh hiên thi tập,thanh hiên thi tập chứa đựng tình cảm quê hương thân thuộc  có khi ốm đau mà chẳng thuốc thang gì  có lúc đói rét phải nhờ cậy vào lòng thương của người khác  tâm sự của tác giả trong thời kỳ này là một tâm sự buồn rầu  có khi chán nản  uất ức   1 ,0
ai là tác giả của thanh hiên thi tập,nghệ thuật trong thanh hiên thi tập của nguyễn du mà bài viết muốn làm rõ ,1
ai là tác giả của thanh hiên thi tập,giới hạn đề tài do điều kiện thời gian và tài liệu hạn chế  chúng tôi chọn khảo sát các tác phẩm thơ chữ hán nguyễn du đƣợc trích trong cuốn  nguyễn du  tác phẩm và lịch sử văn bản  do nguyễn thạch giang và trƣơng chính biên khảo và chú giải  nhà xuất bản tp hồ chí minh ấn hành  tái bản năm 2000  đây là cuốn sách đƣợc đánh giá là có độ tin cậy cao  ngƣời viết tiến hành khảo sát thơ chữ hán trong hai tập  thanh hiên thi tập  và  nam trung tạp ngâm  là chủ yếu  bên cạnh đó có xem xét đối chiếu một số bài thơ trong tập  bắc hành tạp lục  ,0
ai là tác giả của thanh hiên thi tập,ngƣời viết tiến hành khảo sát thơ chữ hán trong hai tập  thanh hiên thi tập  và  nam trung tạp ngâm  là chủ yếu  bên cạnh đó có xem xét đối chiếu một số bài thơ trong tập  bắc hành tạp lục   cảm hứng nghệ thuật là một vấn đề thuộc phạm trù lý luận văn học  cảm hứng nghệ thuật đƣợc phân biệt ở hai dạng thức  cảm hứng sáng tạo của nhà văn và cảm hứng tƣ tƣởng của tác phẩm ,0
ai là tổng giám đốc công ty cổ phần vinhomes,công ty cổ phần vinhomes mới đây đã bổ nhiệm hai phó tổng giám đốc là bà phí thị thục nga và ông phạm thiếu hoa  bà nga từng kinh qua nhiều chức vụ tại các doanh nghiệp trong hệ sinh thái của vingroup  trong khi ông hoa từng là phó giám đốc kinh doanh của tập đoàn technocom  ucraina  ,0
ai là tổng giám đốc công ty vinamilk,bà mai kiều liên  tổng giám đốc công ty cổ phần sữa việt nam  vinamilk  ,1
ai là tổng giám đốc công ty vinamilk,mai kiều liên  sinh năm 1953  là một nữ doanh nhân việt nam  chức vụ hiện tại tổng giám đốc công ty cổ phần sữa việt nam  vinamilk    1  bà từng là uỷ viên ban chấp hành trung ương đảng cộng sản việt nam khoá viii ,1
ai là tổng giám đốc công ty vinamilk, tbtco   trong khuôn khổ women  s summit 2018  diễn ra ngày 1810 tại tp hồ chí minh  forbes việt nam lần đầu tiên công bố giải thưởng  thành tựu trọn đời  vinh danh bà mai kiều liên  tổng giám đốc công ty sữa số 1 việt nam vinamilk ,1
ai là tổng giám đốc công ty vinamilk,ông nguyễn bảo hoàng  chủ tịch công ty truyền thông tương tác  forbes việt nam và bà chu thị thu hằng  tổng biên tập báo văn hoá trao giải thưởng  thành tựu trọn đời  cho bà mai kiều liên  tổng giám đốc vinamilk  ảnh  forbes việt nam ,1
ai là tổng giám đốc công ty vinamilk,liên tiếp giữ các vị trí then chốt trong công ty  đặc biệt hai chức vụ quan trọng nhất là chủ tịch và tổng giám đốc vinamilk  bà mai kiều liên là nữ doanh nhân duy nhất của việt nam có mặt liên tiếp từ năm 20122015 trong danh sách 50 nữ doanh nhân quyền lực nhất châu á do forbes bình chọn và được trao tặng giải thưởng nikkei asia prize của nikkei inc  bên cạnh đó  bà mai kiều liên cũng là một trong 50 phụ nữ ảnh hưởng nhất việt nam do forbes việt nam bình chọn vào năm 2017  vào năm 2015  bà rời cương vị chủ tịch hội đồng quản trị  tập trung cho công tác điều hành với vai trò tổng giám đốc ,1
ai là hiệu trưởng trường đại học kinh tế quốc dân,trần thọ đạt  sinh năm 1959  là giáo sư  tiến sĩ thống kê và tiến sĩ kinh tế người việt nam  ông hiện là hiệu trưởng trường đại học kinh tế quốc dân  một trong 16 thành viên tổ tư vấn kinh tế của thủ tướng chính phủ việt nam nguyễn xuân phúc nhiệm kì 20162021 ,1
ai là hiệu trưởng trường đại học kinh tế quốc dân,gsts trần thọ đạt  hiệu trưởng trường đại học kinh tế quốc dân,1
ai là hiệu trưởng trường đại học kinh tế quốc dân,vũ đình bách  nhà giáo nhân dân  gsts  hiệu trưởng trường đại học kinh tế quốc dân  1987  1994   anh hùng lao động thời kỳ đổi mới  ông có nhiều đóng góp cho sự phát triển trường đại học ktqd ,0
ai là hiệu trưởng trường đại học kinh tế quốc dân,ngày 22 tháng 9 năm 2014  ông được bộ trưởng bộ giáo dục và đào tạo việt nam phạm vũ luận bổ nhiệm giữ chức vụ hiệu trưởng trường đại học kinh tế quốc dân nhiệm kì 20132018   3 ,0
ai là hiệu trưởng trường đại học kinh tế quốc dân,đại diện cho các viên chức được bổ nhiệm  ts phạm văn tuấn  phó trưởng khoa marketing gửi lời cảm ơn và tri ân sâu sắc tới giáo sư hiệu trưởng  đảng uỷ  hội đồng trường  ban giám hiệu nhà trường  lãnh đạo các viện  khoa  bộ môn  các thầy cô và cán bộ  công chức  viên chức trong toàn trường đã tín nhiệm và ủng hộ  ts phạm văn tuấn khẳng định   chúng tôi tin rằng với sự giúp đỡ và tạo điều kiện từ đảng uỷ  ban giám hiệu  hội đồng trường  lãnh đạo các phòng ban  khoa  viện  trung tâm cùng sự ủng hộ của các thầy cô đồng nghiệp và cán bộ giảng viên của nhà trường  chúng tôi có thể đóng góp được một phần vào sự phát triển và lớn mạnh của trường đại học kinh tế quốc dân trong thời gian sắp tới  ,0
bộ trưởng bộ giáo dục việt nam là ai,tháng 71976 bà nguyễn thị bình  nguyên bộ trưởng bộ ngoại giao trong chính phủ cộng hoà miền nam việt nam được cử làm bộ trưởng bộ giáo dục   4 ,1
bộ trưởng bộ giáo dục việt nam là ai,bộ trưởng bộ giáo dục và đào tạo là người đứng đầu bộ giáo dục và đào tạo việt nam  thành viên của chính phủ việt nam chịu trách nhiệm quản lý trong lĩnh vực giáo dục và đào tạo ở việt nam  bộ trưởng bộ giáo dục và đào tạo được chủ tịch nước cộng hoà xã hội chủ nghĩa việt nam bổ nhiệm dựa trên đề cử của thủ tướng chính phủ nước cộng hoà xã hội chủ nghĩa việt nam  bộ trưởng bộ giáo dục và đào tạo việt nam hiện nay là ông phùng xuân nhạ  nhậm chức từ ngày 9 tháng 04 năm 2016  ,1
bộ trưởng bộ giáo dục việt nam là ai,ông là giáo sư  nhà giáo  nhà văn  nhà phê bình văn họcviệt nam  và nguyên là bộ trưởng bộ giáo dục  viện trưởng đầu tiên của viện văn học việt nam ,0
bộ trưởng bộ giáo dục việt nam là ai,phùng xuân nhạ sinh ngày 3 tháng 6 năm 1963 tại xã tống phan  huyện phù cừ  tỉnh hưng yên  1   ông là một giáo sư  tiến sĩ ngành kinh tế   2  chủ tịch hội đồng chức danh giáo sư nhà nước  và là một chính khách việt nam  ông hiện là bộ trưởng bộ giáo dục và đào tạo việt nam và là đại biểu quốc hội việt nam khoá 14  20162021  thuộc đoàn đại biểu quốc hội tỉnh bình định ,1
bộ trưởng bộ giáo dục việt nam là ai,bộ trưởng đương nhiệm  gsts kinh tế phạm vũ luận  uỷ viên ban chấp hành trung ương đảng cộng sản việt nam khoá xi  20112016   đại biểu quốc hội việt nam khoá xiii  nhiệm kỳ 20112016   ông trở thành bộ trưởng bộ giáo dục và đào tạo từ ngày 18 tháng 6 năm 2010 ,0
ai là tác giả của ngôn ngữ lập trình python,5 lí do tuyệt vời để chọn python là ngôn ngữ lập trình đầu tiên bạn học,0
ai là tác giả của ngôn ngữ lập trình python,python là một ngôn ngữ lập trình phổ biến  được tạo ra bởi guido van rossum vào năm 1991 ,1
ai là tác giả của ngôn ngữ lập trình python,ngoài ra  python có một tập hợp các quy tắc  được gọi là pep 8  để hướng dẫn mọi lập trình viên python làm thế nào để định dạng code của họ  điều này có nghĩa là bạn luôn biết được nơi để đặt những dòng mới  và quan trọng hơn  đó là mọi script python mà bạn tham khảo  cho dù nó được viết bởi một  lính mới  hay bởi một chuyên gia dày dạn kinh nghiệm  sẽ nhìn rất giống nhau và rất dễ đọc  thực tế rằng những dòng code python do một lập trình viên có nhiều hơn 5 năm kinh nghiệm như tôi viết ra  trông cũng rất giống với code do tác giả của ngôn ngữ python là guido van rossum viết ra vậy ,1
ai là tác giả của ngôn ngữ lập trình python,ban đầu  python được phát triển để chạy trên nền unix  nhưng rồi theo thời gian  nó đã  bành trướng  sang mọi hệ điều hành từ msdos đến mac os  os  2  windows  linux và các hệ điều hành khác thuộc họ unix  mặc dù sự phát triển của python có sự đóng góp của rất nhiều cá nhân  nhưng guido van rossum hiện nay vẫn là tác giả chủ yếu của python ,1
ai là tác giả của ngôn ngữ lập trình python,đối với những ngôn ngữ lập trình khác  lập trình viên sử dụng cặp dấu ngoặc nhọn để định nghĩa các khối lệnh  vòng lặp  hàm  lớp  v v  nhưng với python  chúng ta sử dụng khoảng cách đầu dòng để gộp các khổi lệnh lại ,0
ai là vợ của vladimir putin,tổng thống nga sắp mãn nhiệm vladimir putin hôm qua đã bác bỏ tin ông bí mật ly dị vợ và chuẩn bị cưới một vận động viên thể dục trẻ tuổi   ảnh cô gái bị đồn là bồ của putin,0
ai là vợ của vladimir putin,tỷ phú trẻ nhất nước nga  con rể tổng thống nga vladimir putin được cho là đã ly dị con gái ông putin để lấy vợ mới  theo báo anh ,0
ai là vợ của vladimir putin,vợ cũ của tổng thống nga vladimir putin  bà lyudmila ocheretnaya hiện đã tái hôn với một người kém bà 20 tuổi ,1
ai là vợ của vladimir putin,nhà lãnh đạo nga đáp lại   là một người đứng đắn  đến một ngày nào đó tôi cũng sẽ kết hôn   tuy nhiên  ông vladimir putin không công bố cô dâu tương lai của ông có thể là ai ,0
ai là vợ của vladimir putin,tờ báo nga  ngừng xuất bản sau khi đăng tin tổng thống vladimir putin sắp cưới một cô gái trẻ xinh đẹp  sẽ sớm quay lại làng truyền thông   putin bác tin đồn bỏ vợ,0
học thuyết tam dân do ai đề ra,trình bày về tôn trung sơn và nội dung học thuyết tam dân ,0
học thuyết tam dân do ai đề ra, chí tại tam dân  đạo tại tam dân  ức hoành tân  trí hoà đường lưỡng độ ác đàm  tác hữu tinh thần di hậu tử ,0
học thuyết tam dân do ai đề ra,nghĩa   chí ở tam dân  đạo ở tam dân  nhớ hai lần nói chuyện ở trí hoà đường  hoành tân  để lại tinh thần cho người chưa chết ,0
học thuyết tam dân do ai đề ra,chủ nghĩa dân sinh của tam dân mới chủ trương  bình quân địa quyền    người cày có ruộng   chủ trương  tiết chế tư bản   cải thiện đời sống công nhân  theo trung quốc hiện đại cách mạng sử  t 1  hà cán chi  chủ biên  ,0
học thuyết tam dân do ai đề ra,nhưng khi tiếp thu và vận dụng một cách sáng tạo chủ nghĩa tam dân của tôn trung sơn  chúng ta cũng thấy có chỗ khác biệt  kể cả sắp xếp ngôn từ lẫn giới thuyết nội dung tư tưởng như   tôn trung sơn viết  tam dân chủ nghĩa  tức là chủ nghĩa ba dân  chủ nghĩa dân tộc  chủ nghĩa dân quyền  chủ nghĩa dân sinh  tôn trung sơn không nói  dân tộc độc lập  dân quyền tự do  dân sinh hạnh phúc như chủ tịch hồ chí minh  ngược lại  chủ tịch hồ chí minh không viết  chủ nghĩa  dân tộc độc lập ,1
ai được mệnh danh là bạch liên cư sĩ,nổi giận  chẳng ai dám đánh nhau với nó  xưng hùng  chẳng ai dám cùng nó cạnh tranh  phảng phất có thể thấy khí thế và hùng tư của nó ,0
ai được mệnh danh là bạch liên cư sĩ,thuở ấy  năm 1921  tân dậu   tại hậu giang  bạc liêu  người ta truyền nhau rằng  có đạo di đà mới ra đời  trong đạo nầy có ông thầy thuốc bắc hay lắm  trị đâu mạnh đó  ông không nhận tiền bạc của ai cả  chỉ trừ kẻ giàu có  nhưng ông cũng không thọ lãnh tiền bạc cho nhiều như các thầy khác ,0
ai được mệnh danh là bạch liên cư sĩ,riêng về trăng  không ai yêu trăng như lýbạch  vì vậy trăng đã ảnhhưởng đến cuộcđời của ông  cuối cùng  ông đã ôm trăng và chếtđuối cùng trăng  có người cho rằng ngày nay trong thờigian trăng tròn  nhiều tainạn giaothông xẩy ra  những vụ giết người hoặc tựtử cũng tăng lên và cho rằng có nhiều người vào bệnh  viện tâmthần hơn  điều này chưa có cơsở chứngminh  nhưng lýbạch thựcsự đã gây một ảnhhưởng sâu xa  chẳng những trong vănhọcsử trunghoa mà còn ở nước ngoài nữa ,0
ai được mệnh danh là bạch liên cư sĩ,thi rớt kỳ ấy  lý bạch nghe lời hạ tri chương ở lại chơi ít tháng  đợi hạ tiến cử  một hôm sứ nước phiên dâng thư cho vua huyền tôn bằng tiếng phiên  cả triều không ai đọc được  vua vừa tức giận vừa hổ thẹn  hẹn sứ giả 6 ngày sẽ trả lời thư ,0
ai được mệnh danh là bạch liên cư sĩ,được mệnh danh là  thi tiên   lí bạch có những đóng góp to lớn cho sự phát triển của nền văn học trung quốc  để hiểu hơn về tác giả lí bạch  các bạn hãy cùng tham khảo bài giới thiệu về tác giả lí bạch dưới đây nhé ,0
tổng thống đan mạch,ngày 288  tổng thống pháp emmanuel macron đã tới copenhagen  bắt đầu chuyến thăm cấp nhà nước kéo dài 2 ngày tới đan mạch  chuyến thăm này của ông macron được cho là nhằm thúc đẩy quan hệ song phương cũng như tìm kiếm sự ủng hộ các nỗ lực cải cách eu của pháp ,0
tổng thống đan mạch,theo bộ trưởng bộ quốc phòng đan mạch claus hjort frederiksen  đoạn video trên là lời chào mừng gửi tới tổng thống trump ,0
tổng thống đan mạch,đan mạch tung video xoa dịu tổng thống trump trước thềm thượng đỉnh nato,0
tổng thống đan mạch,theo giới quan sát  tổng thống macron muốn tìm kiếm sự ủng hộ của giới chức đan mạch trong các chương trình nghị sự của pháp về cải cách eu  trong đó có vấn đề quốc phòng  ông macron cho rằng châu âu có trách nhiệm hơn đối với vấn đề quốc phòng  khẳng định lục địa già không thể quá dựa dẫm vào mỹ  đặc biệt trong bối cảnh washington đang có dấu hiệu xa rời các đồng minh truyền thống  theo lịch trình  sau đan mạch  tổng thống macron sẽ có chuyến thăm phần lan từ ngày 298 ,0
tổng thống đan mạch,trong đoạn video quảng bá mới nhất  quân đội đan mạch đã liệt kê những đóng góp của mình cho nato như lời đáp trả trước chỉ trích về chi tiêu quân sự của tổng thống mỹ donald trump ,0
tổng thống đan mạch,trước khi tới việt nam  ông từng là đại sứ đan mạch tại brazil kiêm nhiệm guyana và suriname từ năm 2014 đến 2018  đại sứ đan mạch tại chile từ năm 2006 tới 2010  từ năm 2004 tới 2014  đại sứ kim højlund christensen cũng đã giữ nhiều vị trí khác nhau trong bộ ngoại giao vương quốc đan mạch  ông cũng đã từng công tác tại moscow  nga và berlin  đức trong thập niên 1990 và những năm đầu thế kỷ 20 ,0
tổng thống đan mạch,áo  bỉ  bulgaria  síp  cộng hoà séc  đan mạch  estonia  phần lan  pháp  đức  hy lạp  hungary  ireland  ý  latvia  litva  luxembourg  malta  hà lan và antille thuộc hà lan  ba lan  bồ đào nha  românia  slovakia  slovenia  tây ban nha  thuỵ điển  vương quốc liên hiệp anh và bắc ireland ,0
tổng thống đan mạch,áo  ba lan  bỉ  bồ đào nha  canada  chile  cộng hoà séc  đan mạch  đức  hà lan  hàn quốc  hoa kỳ  hungary  hy lạp  iceland  ireland  israel  luxembourg  mexico  na uy  new zealand  nhật bản  pháp  phần lan  slovakia  slovenia  tây ban nha  thổ nhĩ kỳ  thuỵ điển  thuỵ sĩ  úc  vương quốc liên hiệp anh  ý,0
tổng thống đan mạch,ông kim højlund christensen là nhà ngoại giao kỳ cựu của đan mạch   ảnh  đại sứ quán đan mạch ,0
ca sĩ nào đoạt giải việt nam idol 2008,cô người mẫu chân dài này từng thử sức với lĩnh vực ca hát trước khi đoạt giải đồng siêu mẫu việt nam 2011  được biết  từ ngày còn đi học cấp ba  ái phương từng tham gia và giành được rất nhiều giải thưởng ở các cuộc thi âm nhạc  dự thi vòng loại của vietnam idol 2008  ái phương thể hiện ca khúc ngày xanh của nhạc sĩ tăng nhật tuệ và nhận được vé vàng từ ban giám khảo ,0
ca sĩ nào đoạt giải việt nam idol 2008,nhưng khi chỉ còn lại 2 thí sinh là anh và anh thanh duy thì em có tìm hiểu một chút  khi được nghe những bài hát anh hát trong cuộc thi vn idol 2008 thì cách nhìn của em đã thay đổi hẳn  em thích giọng hát đầm ấm  đậm chất trữ tình của anh mà hiếm có ca sĩ trẻ nào làm được ,0
ca sĩ nào đoạt giải việt nam idol 2008,giáp lê tuấn  23 tuổi  sinh ngày 29 tháng 07 1985 tại tỉnh bắc giang là một nhà thiết kế thời trang  đang sinh sống tại thành phố hồ chí minh  anh chia tay vietnam idol 2008 với vị trí xếp hạng thứ tám  việc lê tuấn chia tay với sân chơi vietnam idol đã góp phần giải toả những gánh nặng về chất lượng thí sinh trong mùa thi này  khôi phục lại niềm tin của khán giả sau khi những thí sinh tiềm năng được kì vọng giành giải nhất năm nay bị loại ngay từ những vòng đầu ,0
ca sĩ nào đoạt giải việt nam idol 2008,vietnamidolcomvn vietnam idol 2008 tạm biệt thu hà  2012  08  cập nhật  2112  08 ,0
ca sĩ nào đoạt giải việt nam idol 2008,quốc thiên đạt giải  vietnam idol 2008   vnexpress giải trí,1
ai là tổng giám đốc công ty cổ phần đầu tư và phát triển đô thị xanh,ông đào ngọc thanh được biết đến như cha đẻ  ceo của dự án ecopark  thành phố xanh lớn nhất miền bắc  ông cũng là người lên quy hoạch tổng thể cho các dự án của ctcp đầu tư châu á  thái bình dương  api  ,0
ai là tổng giám đốc công ty cổ phần đầu tư và phát triển đô thị xanh,eco lã tián tá cáa tá ecology â sinh thãi  park nghäa lã cãng viãªn  khãng cã gã háºnh phãºc báºng khi äæác sáng  táºn hæáng khãng khã trong lã nh  vui chæi  thæ giãn giáa nháng cãng viãªn cãy xanh  â  ãng thanh ká láºi ,0
thủ tướng đan mạch,cuộc gặp giữa tổng thống pháp emmanuel macron với thủ tướng đan mạch lars lokke rasmussen ,1
